BASE_DE,GID_ID,GID_LO,GID_LA,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,ADSTRD_CD,ADSTRD_NM,WKDAY_NM,MVMN_TIME,SEXDSTN_FLAG_CD,AGRDE_CO,PDSTRN_POPLTN_CO,PDSTRN_ELSE_POPLTN_CO
20201111,"72,808,258",126.6804962,37.46018982,28,인천광역시,2817,미추홀구,28177620,주안1동,수,14,M,1,5,7
20201111,"79,272,085",126.9080734,37.56565475,11,서울특별시,1144,마포구,11440730,성산2동,수,16,M,5,13,4
20201111,"80,903,957",126.9659042,37.55421448,11,서울특별시,1114,중구,11140680,중림동,수,7,M,1,4,3
20201111,"83,559,754",127.059967,37.53792572,11,서울특별시,1120,성동구,11200670,성수2가1동,수,7,F,6,18,4
20201111,"72,808,258",126.6804962,37.46018982,28,인천광역시,2817,미추홀구,28177620,주안1동,수,17,F,2,46,19
20201106,"131,038,881",128.698349,34.87097931,48,경상남도,4831,거제시,48310540,아주동,금,12,M,5,18,14
20201106,"83,447,113",127.057724,37.2458725,41,경기도,4111,수원시,41117580,영통2동,금,13,F,4,7,14
20201106,"83,447,113",127.057724,37.2458725,41,경기도,4111,수원시,41117580,영통2동,금,3,M,5,12,4
20201106,"130,846,954",128.6921844,34.8985405,48,경상남도,4831,거제시,48310560,옥포2동,금,21,M,4,7,3
20201106,"149,839,441",129.3586731,35.64476776,31,울산광역시,3120,북구,31200510,농소1동,금,17,F,1,15,4
20201106,"83,447,113",127.057724,37.2458725,41,경기도,4111,수원시,41117580,영통2동,금,1,F,5,9,4
20201106,"83,447,113",127.057724,37.2458725,41,경기도,4111,수원시,41117580,영통2동,금,10,F,2,10,10
20201106,"79,650,674",126.9393463,35.13754272,29,광주광역시,2911,동구,29110710,학운동,금,10,M,1,6,3
20201106,"103,159,221",127.7543335,37.85033417,42,강원도,4211,춘천시,42110390,동내면,금,19,M,5,9,6
20201106,"103,159,221",127.7543335,37.85033417,42,강원도,4211,춘천시,42110390,동내면,금,18,M,3,9,19
20201106,"83,447,113",127.057724,37.2458725,41,경기도,4111,수원시,41117580,영통2동,금,5,M,5,10,11
20201108,"82,487,744",127.0222702,37.50307846,11,서울특별시,1165,서초구,11650531,서초4동,일,6,F,4,8,7
20201108,"82,615,251",127.0281677,37.2845192,41,경기도,4111,수원시,41115710,우만1동,일,6,M,2,5,14
20201108,"82,487,744",127.0222702,37.50307846,11,서울특별시,1165,서초구,11650531,서초4동,일,18,M,3,17,7
20201108,"83,958,997",127.0759735,37.20808029,41,경기도,4159,화성시,41590585,동탄1동,일,17,F,1,6,10
